id;Produits;Variete;Espece;Porte Greffe;Pr�-Commandes;Greffons;Objectifs;R�alis�s;R�ussis;Rangs
5359;Prune−RC diaphane−Myro;RC diaphane;Prune;Myro;0;20;9;;6;
5361;Prune−RC dorée−Myro;RC dor�e;Prune;Myro;0;10;5;;8;
5363;Prune−RC verte−Myro;RC verte;Prune;Myro;1;50;30;;17;
5365;Prune−RC violette−Myro;RC violette;Prune;Myro;0;20;5;;3;
5367;Prune−Reine victoria−Myro;Reine victoria;Prune;Myro;0;15;5;;0;
5319;prune-santa clara-myro;santa clara;Prune;Myro;0;0;0;;;
5321;Prune-Stanley-Myro;Stanley;Prune;Myro;0;0;0;;;
5323;prune-valor-myro;Valor;Prune;Myro;0;15;0;;;
5369;Prune−Verte bonne−Myro;Verte bonne;Prune;Myro;0;6;0;;0;
5326;Prune−Anna spath−St Ju;Anna spath;Prune;St Ju;0;17;10;;5;
5300;Prune-Badoual-St Ju;Badoual;Prune;St Ju;0;3;5;;1;
5302;Prune-Bleue-Ribbon;Bleue ribbon;Prune;St Ju;0;15;5;;0;
5328;Prune−Bonne de Brie−St Ju;Bonne de Brie;Prune;St Ju;0;10;5;;2;
5330;Prune−Brissette−St Ju;Brissette;Prune;St Ju;0;0;0;;0;
5304;Prune-Coeur de lion Morettini-St ju;Coeur de lion Morettini;Prune;St Ju;1;50;25;;11;
5332;Prune−Datil−St Ju;Datil;Prune;St Ju;0;8;8;;0;
5334;Prune−Imperiale−St Ju;Imperiale;Prune;St Ju;1;10;5;;7;
5306;Prune-jaune-nantois-st-ju;Jaune nantois;Prune;St Ju;0;0;0;;;
5308;Prune-Leon Hisse-St Ju;Leon Hisse;Prune;St Ju;0;0;0;;;
5310;Prune-M. hatif-St Ju;M. hatif;Prune;St Ju;0;0;0;;;
5312;Prune-M. jaune-St Ju;M. jaune;Prune;St Ju;0;0;0;;;
5313;prune-mirabelle augeul-st ju;mirabelle augeul;Prune;St Ju;0;0;0;;;
5336;Prune−Mirabelle de Metz−St Ju;Mirabelle de Metz;Prune;St Ju;0;10;10;;2;
5338;Prune−Mirabelle de Nancy−St Ju;Mirabelle de Nancy;Prune;St Ju;0;5;15;;5;
5340;Prune−Mirabelle Villers−St Ju;Mirabelle Villers;Prune;St Ju;0;0;0;;;
5342;Prune−Noberte−St Ju;Noberte;Prune;St Ju;0;0;0;;;
5315;Prune-Noire cachan-St Ju;Noire cachan;Prune;St Ju;1;22;10;;7;
5344;Prune−Pr Abricot RC−St Ju;Pr Abricot RC;Prune;St Ju;0;30;20;;9;
5346;Prune−Président−St Ju;Pr�sident;Prune;St Ju;0;0;0;;;
5348;Prune−Prune d Agen−St Ju;Prune d Agen;Prune;St Ju;0;0;0;;;
5350;Prune−Prune d Ente−St Ju;Prune d Ente;Prune;St Ju;0;0;0;;;
5318;Prune-Prune-de-vars-st-ju;Prune de vars;Prune;St Ju;0;0;0;;;
5352;Prune−Prune des Béjonnières−St Ju;Prune des B�jonni�res;Prune;St Ju;1;70;40;;14;
5354;Prune−Quetsche d Alsace−St Ju;Quetsche d Alsace;Prune;St Ju;0;25;25;;0;
5356;Prune−RC Bavay−St Ju;RC Bavay;Prune;St Ju;1;55;35;;7;
5358;Prune−RC d Oullins−St Ju;RC d Oullins;Prune;St Ju;1;54;30;;3;
5360;Prune−RC diaphane−St Ju;RC diaphane;Prune;St Ju;0;11;10;;0;
5362;Prune−RC dorée−St Ju;RC dor�e;Prune;St Ju;0;5;5;;2;
5364;Prune−RC verte−St Ju;RC verte;Prune;St Ju;0;20;20;;10;
5366;Prune−RC violette−St Ju;RC violette;Prune;St Ju;0;15;5;;2;
5368;Prune−Reine victoria−St Ju;Reine victoria;Prune;St Ju;0;10;5;;1;
5371;prunes-sainte catherine augeul-st ju;Sainte Catherine Augeul;Prune;St Ju;0;0;0;;;
5320;prune-santa clara-st ju;santa clara;Prune;St Ju;0;0;0;;;
5322;Prune-Stanley-St Ju;Stanley;Prune;St Ju;0;0;0;;;
5324;Prune-Valor-St Ju;Valor;Prune;St Ju;0;15;0;;;
5370;Prune−Verte bonne−St Ju;Verte bonne;Prune;St Ju;0;6;0;;;
5372;vigne Cunningham NA;Cunningham;Vigne;NA;1;;;;65;
5373;vigne dattier de Beyrouth na;dattier de beyrouth;Vigne;NA;2;;;;16;
5374;vigne doucin na;doucin;Vigne;NA;0;0;0;;;
5375;vigne einset na;einset;Vigne;NA;1;0;0;;7;
5376;vigne noa na;noa;Vigne;NA;0;0;0;;25;
5377;vigne Oberlin NA;Oberlin;Vigne;NA;0;0;0;;;
5380;Vigne-perdin-NA;perdin;Vigne;NA;1;0;0;;78;
5378;vigne perle de csaba na;perle de csaba;Vigne;NA;2;0;0;;19;
5381;vigne-reliance-NA;reliance;Vigne;NA;1;0;0;;18;
5382;vigne-rosetta-NA;rosetta;Vigne;NA;0;0;0;;12;
5379;vigne sans pépin na;sans p�pin;Vigne;NA;-1;0;0;;;
